Wall time,Step,Value
1700737451.5561044,49,1.3108322620391846
1700737477.8153834,99,1.151219129562378
1700737523.3844006,149,0.9708929061889648
1700737549.839274,199,1.0359734296798706
1700737597.9121797,249,0.9472876787185669
1700737624.496324,299,1.0254300832748413
1700737672.827668,349,1.0968376398086548
1700737699.6124783,399,0.871732234954834
1700737748.694252,449,1.0471628904342651
1700737775.503415,499,0.9965931177139282
1700737802.2525048,549,0.678290843963623
1700737844.4029806,599,0.784334123134613
1700737871.1491573,649,0.836290180683136
1700737917.0974925,699,0.9245477914810181
1700737943.9154298,749,0.8800606727600098
1700737990.479279,799,1.0145422220230103
1700738017.3808842,849,1.053726077079773
1700738058.6061418,899,0.8167780637741089
1700738085.5410285,949,0.8058038949966431
1700738132.9987993,999,0.8719496726989746
1700738159.8631625,1049,0.8485901355743408
1700738186.7885833,1099,0.6703802347183228
1700738233.0296185,1149,0.9839538931846619
1700738260.020414,1199,0.6137568950653076
1700738306.6869602,1249,0.6466023325920105
1700738333.7171516,1299,0.8321958780288696
1700738374.7503216,1349,0.9310880899429321
1700738401.7936003,1399,0.7161141037940979
1700738442.551692,1449,0.7584383487701416
1700738469.6658468,1499,0.735677182674408
1700738496.6767135,1549,0.6032916903495789
1700738541.9820828,1599,0.647822916507721
1700738569.13276,1649,0.7004956007003784
1700738609.4428532,1699,0.7802801132202148
1700738636.5426002,1749,0.8539090156555176
1700738682.2994583,1799,0.5753917694091797
1700738709.4168978,1849,0.6750874519348145
1700738750.8328383,1899,0.6361052393913269
1700738777.9022408,1949,0.6397659182548523
1700738823.65625,1999,0.8861166834831238
1700738850.6103418,2049,0.5309642553329468
1700738877.8179476,2099,0.6181650757789612
1700738918.4587343,2149,0.5455392003059387
1700738945.62617,2199,0.7081677913665771
1700738991.18247,2249,0.5851632356643677
1700739018.4535718,2299,0.5401331186294556
1700739063.892997,2349,0.8771510720252991
1700739091.1420984,2399,0.5755066275596619
1700739136.9165528,2449,0.6382644176483154
1700739164.1899762,2499,0.7502882480621338
1700739191.4425752,2549,0.747829020023346
1700739231.8199618,2599,0.6715492010116577
1700739259.1766186,2649,0.440399706363678
1700739304.6597917,2699,0.7655825018882751
1700739332.0034935,2749,0.6553645730018616
1700739377.260761,2799,0.5756193399429321
1700739404.5560877,2849,0.6052461266517639
1700739449.6510327,2899,0.7791825532913208
1700739476.8638244,2949,0.732958197593689
1700739522.3976245,2999,0.624343752861023
1700739549.6973596,3049,0.5751263499259949
1700739577.0411272,3099,0.6564823985099792
1700739616.844984,3149,0.5467203259468079
1700739644.1608632,3199,0.8290242552757263
1700739683.5409584,3249,0.5779224038124084
1700739710.9512765,3299,0.5662299394607544
1700739750.885873,3349,0.7293737530708313
1700739778.1729827,3399,0.6618890166282654
1700739818.0619395,3449,0.6950265169143677
1700739845.3868012,3499,0.6178006529808044
1700739872.8159924,3549,0.5507313013076782
1700739918.1879673,3599,0.6310828924179077
1700739945.4630966,3649,0.4662232995033264
1700739990.9315913,3699,0.677788496017456
1700740018.2360966,3749,0.5311025381088257
1700740063.6783283,3799,0.5934613943099976
1700740091.0169969,3849,0.6175541877746582
1700740131.311018,3899,0.8743408918380737
1700740158.6536775,3949,0.4898533523082733
1700740198.4167426,3999,0.6618959903717041
1700740225.743265,4049,0.5681984424591064
1700740253.1999357,4099,0.6525874733924866
1700740293.2216456,4149,0.6286637187004089
1700740320.6984186,4199,0.583410382270813
1700740360.495501,4249,0.6037058234214783
1700740387.95381,4299,0.48069554567337036
1700740433.1557307,4349,0.6749159693717957
1700740460.5121803,4399,0.5732942223548889
1700740500.910712,4449,0.9008359909057617
1700740528.2184303,4499,0.5992947220802307
1700740555.8875659,4549,0.5239048004150391
1700740595.744068,4599,0.6593279242515564
1700740623.19898,4649,0.4341062009334564
1700740663.0380645,4699,0.4967629909515381
1700740690.6275856,4749,0.40167826414108276
1700740730.07459,4799,0.5994555950164795
1700740757.4812021,4849,0.6290168762207031
1700740797.13663,4899,0.6323864459991455
1700740824.4834588,4949,0.5433428883552551
1700740869.9708893,4999,0.551484227180481
1700740897.4418986,5049,0.5197564363479614
1700740924.916255,5099,0.49071380496025085
1700740965.1684453,5149,0.5935667157173157
1700740992.6670768,5199,0.47993582487106323
1700741032.4743738,5249,0.6912549138069153
1700741059.8689086,5299,0.4922318458557129
1700741104.7556694,5349,0.6250301599502563
1700741132.3175375,5399,0.5563533902168274
1700741171.9796064,5449,0.4872342050075531
1700741199.6215374,5499,0.6006558537483215
1700741226.6797092,5549,0.4869459271430969
1700741272.6628132,5599,0.6573137044906616
1700741300.0573359,5649,0.47505730390548706
1700741339.941095,5699,0.6490828990936279
1700741367.5029056,5749,0.3740852177143097
1700741407.4081953,5799,0.5596781969070435
1700741434.9233906,5849,0.478068083524704
1700741474.5473392,5899,0.5293101072311401
1700741502.0509515,5949,0.4011688232421875
1700741543.7863898,5999,0.5196704864501953
1700741571.3051345,6049,0.5899645686149597
1700741599.0433426,6099,0.6154705286026001
1700741646.1060157,6149,0.4763008654117584
1700741673.425993,6199,0.5412956476211548
1700741713.1956432,6249,0.5505613684654236
1700741741.0751703,6299,0.6310843825340271
1700741780.5439217,6349,0.5447491407394409
1700741808.1505213,6399,0.4001522362232208
1700741847.9268115,6449,0.46344512701034546
1700741875.4686427,6499,0.5969500541687012
1700741915.2072272,6549,0.5013699531555176
1700741942.69856,6599,0.5257666110992432
1700741970.4005115,6649,0.4702366292476654
1700742015.4490137,6699,0.35504764318466187
1700742043.1139727,6749,0.3538414239883423
1700742082.7977386,6799,0.450748085975647
1700742110.2903163,6849,0.4471323788166046
1700742149.81487,6899,0.42661288380622864
1700742177.2504036,6949,0.5350338816642761
1700742217.1089072,6999,0.6001959443092346
1700742244.6817067,7049,0.5374385118484497
1700742272.271733,7099,0.5457510352134705
1700742311.7207205,7149,0.6612994074821472
1700742339.2293437,7199,0.44957560300827026
1700742378.5341816,7249,0.5286787152290344
1700742406.2151163,7299,0.5483408570289612
1700742446.4404562,7349,0.33004337549209595
1700742474.0660887,7399,0.5100170969963074
1700742518.5932596,7449,0.3973671793937683
1700742546.191954,7499,0.5104149580001831
1700742591.3301783,7549,0.5954477787017822
1700742618.7791107,7599,0.4663524031639099
1700742646.2513168,7649,0.5050027966499329
1700742690.754243,7699,0.4310905635356903
1700742718.4195015,7749,0.5713173151016235
1700742757.8718963,7799,0.6329585313796997
1700742785.5472395,7849,0.5001096725463867
1700742830.3299139,7899,0.4167008399963379
1700742858.093282,7949,0.455747127532959
1700742903.3620052,7999,0.5734150409698486
1700742930.9118373,8049,0.5532259941101074
1700742958.6996906,8099,0.5013034343719482
1700742998.0588977,8149,0.5284576416015625
1700743025.5451927,8199,0.5141324400901794
1700743065.0021136,8249,0.5530938506126404
1700743092.562252,8299,0.7120379209518433
1700743137.4178522,8349,0.3749716281890869
1700743164.987797,8399,0.5125425457954407
1700743204.6950843,8449,0.42058664560317993
1700743232.3222103,8499,0.47375673055648804
1700743271.7192307,8549,0.6322164535522461
1700743299.4084501,8599,0.3443112373352051
1700743327.0571349,8649,0.49659931659698486
1700743366.407517,8699,0.4123501777648926
1700743394.0607188,8749,0.6465646028518677
1700743433.31593,8799,0.5293201208114624
1700743460.8977842,8849,0.34233856201171875
1700743500.34426,8899,0.36305320262908936
1700743528.1990602,8949,0.4403449296951294
1700743567.5739312,8999,0.41745010018348694
1700743595.3572829,9049,0.5202335119247437
1700743622.8751252,9099,0.3505626320838928
1700743662.2247596,9149,0.4764578342437744
1700743689.9394352,9199,0.35770171880722046
1700743729.5278594,9249,0.40759894251823425
1700743757.1172934,9299,0.65019291639328
1700743796.5373192,9349,0.505702018737793
1700743824.221453,9399,0.5004876255989075
1700743863.7010522,9449,0.5024626851081848
1700743891.5140429,9499,0.3227929472923279
1700743931.2173924,9549,0.6561765670776367
1700743958.8544643,9599,0.5981783270835876
1700743986.5322955,9649,0.5935330390930176
1700744025.8072975,9699,0.36067628860473633
1700744053.4062874,9749,0.4202737510204315
1700744092.880468,9799,0.47338706254959106
1700744120.5317378,9849,0.44104719161987305
1700744160.0130289,9899,0.4196759760379791
1700744187.716783,9949,0.4103325605392456
1700744226.814115,9999,0.35084086656570435
1700744254.5283618,10049,0.390638530254364
1700744282.2582626,10099,0.38099566102027893
1700744321.6196992,10149,0.6259894371032715
1700744349.2861097,10199,0.5271622538566589
1700744388.8299828,10249,0.375923216342926
1700744416.551751,10299,0.5578283667564392
1700744461.8847356,10349,0.43487197160720825
1700744489.5730765,10399,0.426859974861145
1700744528.847508,10449,0.51166170835495
1700744556.4967275,10499,0.4278810918331146
1700744596.195064,10549,0.4687447249889374
1700744623.665629,10599,0.606171190738678
1700744651.3094985,10649,0.8727346062660217
